group,id,input,measure
PredicatePushdown - Groupby - selectivity,Without,40,26786136.185185187
PredicatePushdown - Groupby - selectivity,Without,40,26739468.63157895
PredicatePushdown - Groupby - selectivity,Without,40,26796901.858333334
PredicatePushdown - Groupby - selectivity,Without,80,25785725.5
PredicatePushdown - Groupby - selectivity,Without,80,25679427.333333332
PredicatePushdown - Groupby - selectivity,Without,80,25721698.611111112
PredicatePushdown - Groupby - selectivity,Without,80,25743896.333333332
PredicatePushdown - Groupby - selectivity,Without,80,25732841.6
PredicatePushdown - Groupby - selectivity,Without,80,25795071.027777776
PredicatePushdown - Groupby - selectivity,Without,80,25791535.476190478
PredicatePushdown - Groupby - selectivity,Without,80,25803489.9375
PredicatePushdown - Groupby - selectivity,Without,80,25889877.444444444
PredicatePushdown - Groupby - selectivity,Without,80,25773629.55
PredicatePushdown - Groupby - selectivity,Without,80,25935940.0
PredicatePushdown - Groupby - selectivity,Without,80,25760563.416666668
PredicatePushdown - Groupby - selectivity,Without,80,25821696.525641024
PredicatePushdown - Groupby - selectivity,Without,80,25761160.595238097
PredicatePushdown - Groupby - selectivity,Without,80,25804482.066666666
PredicatePushdown - Groupby - selectivity,Without,80,25764093.927083332
PredicatePushdown - Groupby - selectivity,Without,80,25826813.6372549
PredicatePushdown - Groupby - selectivity,Without,80,25769543.62037037
PredicatePushdown - Groupby - selectivity,Without,80,25753019.94736842
PredicatePushdown - Groupby - selectivity,Without,80,25738141.491666667
PredicatePushdown - Groupby - selectivity,Without,20,26935283.666666668
PredicatePushdown - Groupby - selectivity,Without,20,27050555.0
PredicatePushdown - Groupby - selectivity,Without,20,26973162.333333332
PredicatePushdown - Groupby - selectivity,Without,20,26959484.708333332
PredicatePushdown - Groupby - selectivity,Without,20,27016849.266666666
PredicatePushdown - Groupby - selectivity,Without,20,26930896.527777776
PredicatePushdown - Groupby - selectivity,Without,20,26941235.57142857
PredicatePushdown - Groupby - selectivity,Without,20,26938664.229166668
PredicatePushdown - Groupby - selectivity,Without,20,26995944.111111112
PredicatePushdown - Groupby - selectivity,Without,20,27001484.166666668
PredicatePushdown - Groupby - selectivity,Without,20,26960657.954545453
PredicatePushdown - Groupby - selectivity,Without,20,26992180.819444444
PredicatePushdown - Groupby - selectivity,Without,20,26982085.32051282
PredicatePushdown - Groupby - selectivity,Without,20,27009656.01190476
PredicatePushdown - Groupby - selectivity,Without,20,26954571.244444445
PredicatePushdown - Groupby - selectivity,Without,20,26984877.010416668
PredicatePushdown - Groupby - selectivity,Without,20,26963303.45098039
PredicatePushdown - Groupby - selectivity,Without,20,27037395.324074075
PredicatePushdown - Groupby - selectivity,Without,20,27019469.824561402
PredicatePushdown - Groupby - selectivity,Without,20,26936389.733333334
ProjectionPushdown - Join,With,1000,67664978.66666667
ProjectionPushdown - Join,With,1000,70034143.83333333
ProjectionPushdown - Join,With,1000,70788853.66666667
ProjectionPushdown - Join,With,1000,70352850.25
ProjectionPushdown - Join,With,1000,70324129.33333333
ProjectionPushdown - Join,With,1000,70005362.22222222
ProjectionPushdown - Join,With,1000,70397381.0
ProjectionPushdown - Join,With,1000,70526453.45833333
ProjectionPushdown - Join,With,1000,69280263.22222222
ProjectionPushdown - Join,With,1000,70168500.7
ProjectionPushdown - Join,With,1000,69663287.42424242
ProjectionPushdown - Join,With,1000,69456082.27777778
ProjectionPushdown - Join,With,1000,69977397.87179486
ProjectionPushdown - Join,With,1000,70106778.21428572
ProjectionPushdown - Join,With,1000,69804709.2
ProjectionPushdown - Join,With,1000,70072530.70833333
ProjectionPushdown - Join,With,1000,69135408.60784313
ProjectionPushdown - Join,With,1000,70158851.74074075
ProjectionPushdown - Join,With,1000,69792863.6491228
ProjectionPushdown - Join,With,1000,69927102.41666667
ProjectionPushdown - Join,With,10,18994965.5
ProjectionPushdown - Join,With,10,18952554.0625
ProjectionPushdown - Join,With,10,18961168.375
ProjectionPushdown - Join,With,10,18989047.3125
ProjectionPushdown - Join,With,10,18968782.1
ProjectionPushdown - Join,With,10,18916132.104166668
ProjectionPushdown - Join,With,10,18950697.32142857
ProjectionPushdown - Join,With,10,18991676.25
ProjectionPushdown - Join,With,10,18950500.277777776
ProjectionPushdown - Join,With,10,18964352.6375
ProjectionPushdown - Join,With,10,18968020.193181816
ProjectionPushdown - Join,With,10,18972284.65625
ProjectionPushdown - Join,With,10,18971951.096153848
ProjectionPushdown - Join,With,10,18941692.39285714
ProjectionPushdown - Join,With,10,19023157.75
ProjectionPushdown - Join,With,10,18950344.7890625
ProjectionPushdown - Join,With,10,18919813.74264706
ProjectionPushdown - Join,With,10,18977327.611111112
ProjectionPushdown - Join,With,10,18942291.48026316
ProjectionPushdown - Join,With,10,18930172.35625
ProjectionPushdown - Join,With,100,23047409.0
ProjectionPushdown - Join,With,100,23011061.214285713
ProjectionPushdown - Join,With,100,23033085.95238095
ProjectionPushdown - Join,With,100,23068872.17857143
ProjectionPushdown - Join,With,100,23053143.34285714
ProjectionPushdown - Join,With,100,23097154.0
ProjectionPushdown - Join,With,100,23044698.591836736
ProjectionPushdown - Join,With,100,23071640.089285713
ProjectionPushdown - Join,With,100,22991236.301587302
ProjectionPushdown - Join,With,100,23093669.385714285
ProjectionPushdown - Join,With,100,23047392.85714286
ProjectionPushdown - Join,With,100,22988458.44047619
ProjectionPushdown - Join,With,100,23092076.945054945
ProjectionPushdown - Join,With,100,23071971.887755103
ProjectionPushdown - Join,With,100,23042235.752380952
ProjectionPushdown - Join,With,100,23108425.25
ProjectionPushdown - Join,With,100,23074763.974789917
ProjectionPushdown - Join,With,100,23063553.666666668
ProjectionPushdown - Join,With,100,22956738.616541352
ProjectionPushdown - Join,With,100,23039227.335714284
ProjectionPushdown - Join,Closures,1000,328015236.4
ProjectionPushdown - Join,Closures,1000,323574795.4
ProjectionPushdown - Join,Closures,1000,319555827.8
ProjectionPushdown - Join,Closures,1000,331096032.8
ProjectionPushdown - Join,Closures,1000,327230840.4
ProjectionPushdown - Join,Closures,1000,318306244.8
ProjectionPushdown - Join,Closures,1000,329885894.4
ProjectionPushdown - Join,Closures,1000,330851889.4
ProjectionPushdown - Join,Closures,1000,320884943.2
ProjectionPushdown - Join,Closures,1000,319987764.0
ProjectionPushdown - Join,Closures,1000,332441043.0
ProjectionPushdown - Join,Closures,1000,325899427.6
ProjectionPushdown - Join,Closures,1000,321582188.2
ProjectionPushdown - Join,Closures,1000,320426462.4
ProjectionPushdown - Join,Closures,1000,329112090.2
ProjectionPushdown - Join,Closures,1000,331800717.0
ProjectionPushdown - Join,Closures,1000,322878283.4
ProjectionPushdown - Join,Closures,1000,323326756.6
ProjectionPushdown - Join,Closures,1000,332052787.2
ProjectionPushdown - Join,Closures,1000,326827600.2
ProjectionPushdown - Join,Closures,10,15773330.555555556
ProjectionPushdown - Join,Closures,10,15976943.611111112
ProjectionPushdown - Join,Closures,10,16015575.592592593
ProjectionPushdown - Join,Closures,10,16002010.583333334
ProjectionPushdown - Join,Closures,10,16048980.755555555
ProjectionPushdown - Join,Closures,10,16073526.777777778
ProjectionPushdown - Join,Closures,10,15998046.682539683
ProjectionPushdown - Join,Closures,10,15934027.097222222
ProjectionPushdown - Join,Closures,10,16390159.111111112
ProjectionPushdown - Join,Closures,10,16371689.733333332
ProjectionPushdown - Join,Closures,10,16072330.515151516
ProjectionPushdown - Join,Closures,10,16093913.722222222
ProjectionPushdown - Join,Closures,10,16016872.547008548
ProjectionPushdown - Join,Closures,10,16103953.61904762
ProjectionPushdown - Join,Closures,10,16236034.874074074
ProjectionPushdown - Join,Closures,10,16299944.583333334
ProjectionPushdown - Join,Closures,10,15998493.065359477
ProjectionPushdown - Join,Closures,10,16134923.617283951
ProjectionPushdown - Join,Closures,10,16470758.12865497
ProjectionPushdown - Join,Closures,10,16423306.955555556
ProjectionPushdown - Join,Closures,100,44753507.75
ProjectionPushdown - Join,Closures,100,44914575.375
ProjectionPushdown - Join,Closures,100,44737265.833333336
ProjectionPushdown - Join,Closures,100,44847029.25
ProjectionPushdown - Join,Closures,100,45250241.05
ProjectionPushdown - Join,Closures,100,45342104.583333336
ProjectionPushdown - Join,Closures,100,45462057.64285714
ProjectionPushdown - Join,Closures,100,45161013.5
ProjectionPushdown - Join,Closures,100,45340956.30555555
ProjectionPushdown - Join,Closures,100,45395295.425
ProjectionPushdown - Join,Closures,100,45051026.36363637
ProjectionPushdown - Join,Closures,100,44804562.583333336
ProjectionPushdown - Join,Closures,100,45467235.788461536
ProjectionPushdown - Join,Closures,100,45185622.71428572
ProjectionPushdown - Join,Closures,100,45085741.15
ProjectionPushdown - Join,Closures,100,45120126.71875
ProjectionPushdown - Join,Closures,100,45006733.205882356
ProjectionPushdown - Join,Closures,100,45328617.791666664
ProjectionPushdown - Join,Closures,100,45447559.05263158
ProjectionPushdown - Join,Closures,100,45431899.3375
ProjectionPushdown - Join,Without,1000,359738822.6
ProjectionPushdown - Join,Without,1000,360050358.2
ProjectionPushdown - Join,Without,1000,359333458.8
ProjectionPushdown - Join,Without,1000,360295409.6
ProjectionPushdown - Join,Without,1000,359812849.8
ProjectionPushdown - Join,Without,1000,358954867.6
ProjectionPushdown - Join,Without,1000,359234343.0
ProjectionPushdown - Join,Without,1000,359168902.6
ProjectionPushdown - Join,Without,1000,357917433.6
ProjectionPushdown - Join,Without,1000,359458060.8
ProjectionPushdown - Join,Without,1000,361676794.6
ProjectionPushdown - Join,Without,1000,356938243.0
ProjectionPushdown - Join,Without,1000,356322565.8
ProjectionPushdown - Join,Without,1000,360424177.2
ProjectionPushdown - Join,Without,1000,358509520.4
ProjectionPushdown - Join,Without,1000,358372174.0
ProjectionPushdown - Join,Without,1000,358021257.0
ProjectionPushdown - Join,Without,1000,358962203.2
ProjectionPushdown - Join,Without,1000,359037282.8
ProjectionPushdown - Join,Without,1000,359242721.2
ProjectionPushdown - Join,Without,10,25558219.166666668
ProjectionPushdown - Join,Without,10,25654669.25
ProjectionPushdown - Join,Without,10,25616501.777777776
ProjectionPushdown - Join,Without,10,25686079.083333332
ProjectionPushdown - Join,Without,10,25690370.866666667
ProjectionPushdown - Join,Without,10,25779059.444444444
ProjectionPushdown - Join,Without,10,25738909.714285713
ProjectionPushdown - Join,Without,10,25762046.0
ProjectionPushdown - Join,Without,10,25643656.759259257
ProjectionPushdown - Join,Without,10,25699581.883333333
ProjectionPushdown - Join,Without,10,25610488.848484848
ProjectionPushdown - Join,Without,10,25618298.583333332
ProjectionPushdown - Join,Without,10,25523769.205128204
ProjectionPushdown - Join,Without,10,25543682.67857143
ProjectionPushdown - Join,Without,10,25493005.966666665
ProjectionPushdown - Join,Without,10,25534578.458333332
ProjectionPushdown - Join,Without,10,25495797.088235293
ProjectionPushdown - Join,Without,10,25634991.740740743
ProjectionPushdown - Join,Without,10,25653636.44736842
ProjectionPushdown - Join,Without,10,25471862.658333335
ProjectionPushdown - Join,Without,100,54556971.0
ProjectionPushdown - Join,Without,100,55016213.333333336
ProjectionPushdown - Join,Without,100,55482243.0
ProjectionPushdown - Join,Without,100,54571795.833333336
ProjectionPushdown - Join,Without,100,54075970.0
ProjectionPushdown - Join,Without,100,54221365.722222224
ProjectionPushdown - Join,Without,100,54622541.71428572
ProjectionPushdown - Join,Without,100,54435049.125
ProjectionPushdown - Join,Without,100,54201527.44444445
ProjectionPushdown - Join,Without,100,54314463.733333334
ProjectionPushdown - Join,Without,100,54285215.57575758
ProjectionPushdown - Join,Without,100,54054867.63888889
ProjectionPushdown - Join,Without,100,54316845.56410257
ProjectionPushdown - Join,Without,100,54563804.428571425
ProjectionPushdown - Join,Without,100,54334962.53333333
ProjectionPushdown - Join,Without,100,54232190.583333336
ProjectionPushdown - Join,Without,100,54392786.49019608
ProjectionPushdown - Join,Without,100,54318884.12962963
ProjectionPushdown - Join,Without,100,54226772.19298246
ProjectionPushdown - Join,Without,100,54332429.5
PredicatePushdown - Groupby - row,With,10000,2487824.379310345
PredicatePushdown - Groupby - row,With,10000,2480552.9913793104
PredicatePushdown - Groupby - row,With,10000,2480730.735632184
PredicatePushdown - Groupby - row,With,10000,2485023.353448276
PredicatePushdown - Groupby - row,With,10000,2482681.9862068966
PredicatePushdown - Groupby - row,With,10000,2475709.0344827585
PredicatePushdown - Groupby - row,With,10000,2479176.780788177
PredicatePushdown - Groupby - row,With,10000,2484286.0538793104
PredicatePushdown - Groupby - row,With,10000,2485790.22605364
PredicatePushdown - Groupby - row,With,10000,2485953.796551724
PredicatePushdown - Groupby - row,With,10000,2486687.0329153603
PredicatePushdown - Groupby - row,With,10000,2487670.849137931
PredicatePushdown - Groupby - row,With,10000,2490619.2320954907
PredicatePushdown - Groupby - row,With,10000,2488774.2598522166
PredicatePushdown - Groupby - row,With,10000,2491129.5586206894
PredicatePushdown - Groupby - row,With,10000,2490038.1745689656
PredicatePushdown - Groupby - row,With,10000,2488244.396551724
PredicatePushdown - Groupby - row,With,10000,2488535.247126437
PredicatePushdown - Groupby - row,With,10000,2492084.3575317604
PredicatePushdown - Groupby - row,With,10000,2486712.5068965517
PredicatePushdown - Groupby - row,With,1000000,214947557.0
PredicatePushdown - Groupby - row,With,1000000,217176300.0
PredicatePushdown - Groupby - row,With,1000000,215322142.0
PredicatePushdown - Groupby - row,With,1000000,216587691.25
PredicatePushdown - Groupby - row,With,1000000,213409186.6
PredicatePushdown - Groupby - row,With,1000000,213372188.66666666
PredicatePushdown - Groupby - row,With,1000000,214103307.42857143
PredicatePushdown - Groupby - row,With,1000000,214328081.75
PredicatePushdown - Groupby - row,With,1000000,214982483.44444445
PredicatePushdown - Groupby - row,With,1000000,214883215.4
PredicatePushdown - Groupby - row,With,1000000,215108467.0
PredicatePushdown - Groupby - row,With,1000000,214327589.83333334
PredicatePushdown - Groupby - row,With,1000000,213725454.0
PredicatePushdown - Groupby - row,With,1000000,214323432.85714287
PredicatePushdown - Groupby - row,With,1000000,214040636.06666666
PredicatePushdown - Groupby - row,With,1000000,214347006.3125
PredicatePushdown - Groupby - row,With,1000000,214779550.17647058
PredicatePushdown - Groupby - row,With,1000000,214309405.94444445
PredicatePushdown - Groupby - row,With,1000000,214527454.7368421
PredicatePushdown - Groupby - row,With,1000000,214526746.4
PredicatePushdown - Groupby - row,With,100000,22140352.285714287
PredicatePushdown - Groupby - row,With,100000,22057444.42857143
PredicatePushdown - Groupby - row,With,100000,22121175.333333332
PredicatePushdown - Groupby - row,With,100000,22066341.32142857
PredicatePushdown - Groupby - row,With,100000,22109210.942857143
PredicatePushdown - Groupby - row,With,100000,22056245.285714287
PredicatePushdown - Groupby - row,With,100000,22096462.408163264
PredicatePushdown - Groupby - row,With,100000,22066811.82142857
PredicatePushdown - Groupby - row,With,100000,22106087.444444444
PredicatePushdown - Groupby - row,With,100000,22137568.64285714
PredicatePushdown - Groupby - row,With,100000,22204182.116883118
PredicatePushdown - Groupby - row,With,100000,22140255.166666668
PredicatePushdown - Groupby - row,With,100000,22134981.813186813
PredicatePushdown - Groupby - row,With,100000,22162431.163265307
PredicatePushdown - Groupby - row,With,100000,22352871.942857143
PredicatePushdown - Groupby - row,With,100000,22309381.32142857
PredicatePushdown - Groupby - row,With,100000,22115456.62184874
PredicatePushdown - Groupby - row,With,100000,22301397.944444444
PredicatePushdown - Groupby - row,With,100000,22239188.27819549
PredicatePushdown - Groupby - row,With,100000,22333943.207142856
PredicatePushdown - Groupby - row,With,10000000,2182526258.0
PredicatePushdown - Groupby - row,With,10000000,2262794559.0
PredicatePushdown - Groupby - row,With,10000000,2171347278.0
PredicatePushdown - Groupby - row,With,10000000,2133861676.0
PredicatePushdown - Groupby - row,With,10000000,2163549808.0
PredicatePushdown - Groupby - row,With,10000000,2170150079.0
PredicatePushdown - Groupby - row,With,10000000,2237273532.0
PredicatePushdown - Groupby - row,With,10000000,2213168454.0
PredicatePushdown - Groupby - row,With,10000000,2217108536.0
PredicatePushdown - Groupby - row,With,10000000,2125395968.0
PredicatePushdown - Groupby - row,With,10000000,2159823703.0
PredicatePushdown - Groupby - row,With,10000000,2223155858.0
PredicatePushdown - Groupby - row,With,10000000,2152541251.0
PredicatePushdown - Groupby - row,With,10000000,2335860187.0
PredicatePushdown - Groupby - row,With,10000000,2217286076.0
PredicatePushdown - Groupby - row,With,10000000,2227688655.0
PredicatePushdown - Groupby - row,With,10000000,2156286239.0
PredicatePushdown - Groupby - row,With,10000000,2228429017.0
PredicatePushdown - Groupby - row,With,10000000,2214429624.0
PredicatePushdown - Groupby - row,With,10000000,2436549223.0
PredicatePushdown - Groupby - row,Closures,10000,2360060.35
PredicatePushdown - Groupby - row,Closures,10000,2376477.6333333333
PredicatePushdown - Groupby - row,Closures,10000,2382786.9055555556
PredicatePushdown - Groupby - row,Closures,10000,2370111.2083333335
PredicatePushdown - Groupby - row,Closures,10000,2367177.6766666668
PredicatePushdown - Groupby - row,Closures,10000,2384021.45
PredicatePushdown - Groupby - row,Closures,10000,2384641.311904762
PredicatePushdown - Groupby - row,Closures,10000,2389924.5083333333
PredicatePushdown - Groupby - row,Closures,10000,2390721.0185185187
PredicatePushdown - Groupby - row,Closures,10000,2391888.2533333334
PredicatePushdown - Groupby - row,Closures,10000,2390177.528787879
PredicatePushdown - Groupby - row,Closures,10000,2395173.1194444443
PredicatePushdown - Groupby - row,Closures,10000,2395144.7448717947
PredicatePushdown - Groupby - row,Closures,10000,2396470.9261904764
PredicatePushdown - Groupby - row,Closures,10000,2388037.1222222224
PredicatePushdown - Groupby - row,Closures,10000,2392279.796875
PredicatePushdown - Groupby - row,Closures,10000,2402166.144117647
PredicatePushdown - Groupby - row,Closures,10000,2390554.433333333
PredicatePushdown - Groupby - row,Closures,10000,2389373.7140350877
PredicatePushdown - Groupby - row,Closures,10000,2387331.178333333
PredicatePushdown - Groupby - row,Closures,1000000,247204156.0
PredicatePushdown - Groupby - row,Closures,1000000,230952488.5
PredicatePushdown - Groupby - row,Closures,1000000,236123700.66666666
PredicatePushdown - Groupby - row,Closures,1000000,235221026.25
PredicatePushdown - Groupby - row,Closures,1000000,230871999.4
PredicatePushdown - Groupby - row,Closures,1000000,236298511.83333334
PredicatePushdown - Groupby - row,Closures,1000000,228166177.42857143
PredicatePushdown - Groupby - row,Closures,1000000,233093560.25
PredicatePushdown - Groupby - row,Closures,1000000,236257953.33333334
PredicatePushdown - Groupby - row,Closures,1000000,233055248.2
PredicatePushdown - Groupby - row,Closures,1000000,233557664.1818182
PredicatePushdown - Groupby - row,Closures,1000000,232893754.41666666
PredicatePushdown - Groupby - row,Closures,1000000,234743357.76923078
PredicatePushdown - Groupby - row,Closures,1000000,233498706.42857143
PredicatePushdown - Groupby - row,Closures,1000000,232840999.6
PredicatePushdown - Groupby - row,Closures,1000000,232576678.0
PredicatePushdown - Groupby - row,Closures,1000000,232244329.05882353
PredicatePushdown - Groupby - row,Closures,1000000,233364868.33333334
PredicatePushdown - Groupby - row,Closures,1000000,232305429.21052632
PredicatePushdown - Groupby - row,Closures,1000000,233605692.2
PredicatePushdown - Groupby - row,Closures,100000,21804161.42857143
PredicatePushdown - Groupby - row,Closures,100000,22025730.785714287
PredicatePushdown - Groupby - row,Closures,100000,21860017.095238097
PredicatePushdown - Groupby - row,Closures,100000,21924240.92857143
PredicatePushdown - Groupby - row,Closures,100000,22081530.34285714
PredicatePushdown - Groupby - row,Closures,100000,21992558.095238097
PredicatePushdown - Groupby - row,Closures,100000,21965363.265306123
PredicatePushdown - Groupby - row,Closures,100000,22035027.32142857
PredicatePushdown - Groupby - row,Closures,100000,22019518.492063493
PredicatePushdown - Groupby - row,Closures,100000,22080170.042857144
PredicatePushdown - Groupby - row,Closures,100000,22078580.727272727
PredicatePushdown - Groupby - row,Closures,100000,22059472.714285713
PredicatePushdown - Groupby - row,Closures,100000,22098543.923076924
PredicatePushdown - Groupby - row,Closures,100000,22233606.112244897
PredicatePushdown - Groupby - row,Closures,100000,22141876.685714286
PredicatePushdown - Groupby - row,Closures,100000,22036281.625
PredicatePushdown - Groupby - row,Closures,100000,21934232.2605042
PredicatePushdown - Groupby - row,Closures,100000,21924825.76984127
PredicatePushdown - Groupby - row,Closures,100000,21946599.842105262
PredicatePushdown - Groupby - row,Closures,100000,21943412.17857143
PredicatePushdown - Groupby - row,Closures,10000000,2362363570.0
PredicatePushdown - Groupby - row,Closures,10000000,2329671789.0
PredicatePushdown - Groupby - row,Closures,10000000,2341118955.0
PredicatePushdown - Groupby - row,Closures,10000000,2608208334.0
PredicatePushdown - Groupby - row,Closures,10000000,2680389870.0
PredicatePushdown - Groupby - row,Closures,10000000,2551799952.0
PredicatePushdown - Groupby - row,Closures,10000000,2264669607.0
PredicatePushdown - Groupby - row,Closures,10000000,2268527086.0
PredicatePushdown - Groupby - row,Closures,10000000,2553712592.0
PredicatePushdown - Groupby - row,Closures,10000000,2644305490.0
PredicatePushdown - Groupby - row,Closures,10000000,2354853989.0
PredicatePushdown - Groupby - row,Closures,10000000,2378012370.0
PredicatePushdown - Groupby - row,Closures,10000000,2680188400.0
PredicatePushdown - Groupby - row,Closures,10000000,2618993639.0
PredicatePushdown - Groupby - row,Closures,10000000,2663823200.0
PredicatePushdown - Groupby - row,Closures,10000000,2361917148.0
PredicatePushdown - Groupby - row,Closures,10000000,2350709697.0
PredicatePushdown - Groupby - row,Closures,10000000,2595909245.0
PredicatePushdown - Groupby - row,Closures,10000000,2667610400.0
PredicatePushdown - Groupby - row,Closures,10000000,2384871169.0
PredicatePushdown - Groupby - row,Without,10000,2916689.8163265307
PredicatePushdown - Groupby - row,Without,10000,2908834.8673469387
PredicatePushdown - Groupby - row,Without,10000,2918743.170068027
PredicatePushdown - Groupby - row,Without,10000,2919644.9897959186
PredicatePushdown - Groupby - row,Without,10000,2919169.326530612
PredicatePushdown - Groupby - row,Without,10000,2928675.425170068
PredicatePushdown - Groupby - row,Without,10000,2957973.638483965
PredicatePushdown - Groupby - row,Without,10000,2965949.68622449
PredicatePushdown - Groupby - row,Without,10000,2960668.4195011337
PredicatePushdown - Groupby - row,Without,10000,2960418.7285714285
PredicatePushdown - Groupby - row,Without,10000,2958564.9888682747
PredicatePushdown - Groupby - row,Without,10000,2963715.6598639456
PredicatePushdown - Groupby - row,Without,10000,2956121.6405023546
PredicatePushdown - Groupby - row,Without,10000,2950258.720116618
PredicatePushdown - Groupby - row,Without,10000,2959628.77414966
PredicatePushdown - Groupby - row,Without,10000,2981201.1938775512
PredicatePushdown - Groupby - row,Without,10000,2978000.1800720287
PredicatePushdown - Groupby - row,Without,10000,2964195.9795918367
PredicatePushdown - Groupby - row,Without,10000,2939841.5810955963
PredicatePushdown - Groupby - row,Without,10000,2942995.169387755
PredicatePushdown - Groupby - row,Without,1000000,264360776.0
PredicatePushdown - Groupby - row,Without,1000000,265377997.0
PredicatePushdown - Groupby - row,Without,1000000,264642427.33333334
PredicatePushdown - Groupby - row,Without,1000000,265951535.5
PredicatePushdown - Groupby - row,Without,1000000,264787494.8
PredicatePushdown - Groupby - row,Without,1000000,267299547.83333334
PredicatePushdown - Groupby - row,Without,1000000,264463947.57142857
PredicatePushdown - Groupby - row,Without,1000000,264624302.625
PredicatePushdown - Groupby - row,Without,1000000,275743992.7777778
PredicatePushdown - Groupby - row,Without,1000000,265635190.9
PredicatePushdown - Groupby - row,Without,1000000,264286991.9090909
PredicatePushdown - Groupby - row,Without,1000000,268415200.33333334
PredicatePushdown - Groupby - row,Without,1000000,272456759.3076923
PredicatePushdown - Groupby - row,Without,1000000,264548236.64285713
PredicatePushdown - Groupby - row,Without,1000000,278826503.46666664
PredicatePushdown - Groupby - row,Without,1000000,264409935.125
PredicatePushdown - Groupby - row,Without,1000000,272719325.35294116
PredicatePushdown - Groupby - row,Without,1000000,264785717.5
PredicatePushdown - Groupby - row,Without,1000000,269669729.31578946
PredicatePushdown - Groupby - row,Without,1000000,265937012.75
PredicatePushdown - Groupby - row,Without,100000,26718325.166666668
PredicatePushdown - Groupby - row,Without,100000,26734131.416666668
PredicatePushdown - Groupby - row,Without,100000,26752191.222222224
PredicatePushdown - Groupby - row,Without,100000,26869780.5
PredicatePushdown - Groupby - row,Without,100000,27544460.933333334
PredicatePushdown - Groupby - row,Without,100000,27176516.638888888
PredicatePushdown - Groupby - row,Without,100000,26941627.19047619
PredicatePushdown - Groupby - row,Without,100000,27090667.1875
PredicatePushdown - Groupby - row,Without,100000,26764312.62962963
PredicatePushdown - Groupby - row,Without,100000,26943447.85
PredicatePushdown - Groupby - row,Without,100000,26752680.78787879
PredicatePushdown - Groupby - row,Without,100000,26800569.833333332
PredicatePushdown - Groupby - row,Without,100000,26687845.576923076
PredicatePushdown - Groupby - row,Without,100000,26767193.214285713
PredicatePushdown - Groupby - row,Without,100000,26772237.333333332
PredicatePushdown - Groupby - row,Without,100000,27028317.458333332
PredicatePushdown - Groupby - row,Without,100000,26867189.333333332
PredicatePushdown - Groupby - row,Without,100000,26813996.509259257
PredicatePushdown - Groupby - row,Without,100000,26791825.57894737
PredicatePushdown - Groupby - row,Without,100000,26896737.666666668
PredicatePushdown - Groupby - row,Without,10000000,2709767410.0
PredicatePushdown - Groupby - row,Without,10000000,2712748525.0
PredicatePushdown - Groupby - row,Without,10000000,2702589652.0
PredicatePushdown - Groupby - row,Without,10000000,2673054309.0
PredicatePushdown - Groupby - row,Without,10000000,2686669772.0
PredicatePushdown - Groupby - row,Without,10000000,2712606822.0
PredicatePushdown - Groupby - row,Without,10000000,2900984885.0
PredicatePushdown - Groupby - row,Without,10000000,2696022901.0
PredicatePushdown - Groupby - row,Without,10000000,2706211794.0
PredicatePushdown - Groupby - row,Without,10000000,2637660206.0
PredicatePushdown - Groupby - row,Without,10000000,2677305697.0
PredicatePushdown - Groupby - row,Without,10000000,2710259555.0
PredicatePushdown - Groupby - row,Without,10000000,2651928072.0
PredicatePushdown - Groupby - row,Without,10000000,2628160313.0
PredicatePushdown - Groupby - row,Without,10000000,2689138916.0
PredicatePushdown - Groupby - row,Without,10000000,2707861180.0
PredicatePushdown - Groupby - row,Without,10000000,2704371145.0
PredicatePushdown - Groupby - row,Without,10000000,2713716605.0
PredicatePushdown - Groupby - row,Without,10000000,2630623980.0
PredicatePushdown - Groupby - row,Without,10000000,2710956404.0
PredicatePushdown - Join - row,With,10000,7192368.19047619
PredicatePushdown - Join - row,With,10000,7127816.738095238
PredicatePushdown - Join - row,With,10000,7154774.222222222
PredicatePushdown - Join - row,With,10000,7113437.845238095
PredicatePushdown - Join - row,With,10000,7121858.6095238095
PredicatePushdown - Join - row,With,10000,7053794.063492063
PredicatePushdown - Join - row,With,10000,7076164.755102041
PredicatePushdown - Join - row,With,10000,7080142.035714285
PredicatePushdown - Join - row,With,10000,7078926.867724868
PredicatePushdown - Join - row,With,10000,7134677.671428571
PredicatePushdown - Join - row,With,10000,7086141.5800865805
PredicatePushdown - Join - row,With,10000,7109330.666666667
PredicatePushdown - Join - row,With,10000,7072678.501831502
PredicatePushdown - Join - row,With,10000,7116033.908163265
PredicatePushdown - Join - row,With,10000,7120586.46031746
PredicatePushdown - Join - row,With,10000,7105748.202380952
PredicatePushdown - Join - row,With,10000,7084092.700280112
PredicatePushdown - Join - row,With,10000,7076383.865079365
PredicatePushdown - Join - row,With,10000,7108115.090225564
PredicatePushdown - Join - row,With,10000,7109804.919047619
PredicatePushdown - Join - row,With,1000000,810057414.0
PredicatePushdown - Join - row,With,1000000,805348029.5
PredicatePushdown - Join - row,With,1000000,805426096.0
PredicatePushdown - Join - row,With,1000000,805036364.5
PredicatePushdown - Join - row,With,1000000,803085556.5
PredicatePushdown - Join - row,With,1000000,805853407.0
PredicatePushdown - Join - row,With,1000000,824091743.5
PredicatePushdown - Join - row,With,1000000,804807694.0
PredicatePushdown - Join - row,With,1000000,804898784.0
